,name,size,types,subtype,alignment,armor_class,hit_points,str_stats,dex_stats,con_stats,int_stats,wis_stats,cha_stats,dmg_vul,dmg_resist,dmg_immun,condition_immun,cr,legendary_desc,size_m
669,Nichny,Medium,fey,,neutral evil,17,112,17,19,17,18,18,19,,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",poison,"charmed, frightened, paralyzed, poisoned, unconscious",6.0,,1.8
670,Night Hag,Medium,fiend,,neutral evil,17,112,18,15,16,16,14,16,,"cold, fire; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",,charmed,5.0,,1.8
671,Night Scorpion,Large,beast,,unaligned,14,90,15,14,14,1,9,3,,,,,3.0,,3.5
672,Nightgarm,Large,monstrosity,,chaotic evil,15,114,20,14,18,10,15,16,,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",,,6.0,,3.5
673,Nightgaunt,Large,aberration,,lawful evil,17,142,18,17,18,4,16,16,,"bludgeoning, necrotic",,"blinded, frightened",10.0,,3.5
674,Nightmare,Large,fiend,,neutral evil,13,68,18,15,16,10,13,15,,,fire,,3.0,,3.5
675,Nihilethic Zombie,Medium,undead,,neutral evil,9,22,13,6,16,3,6,5,,"bludgeoning, piercing, and slashing from nonmagical weapons","cold, necrotic, poison; bludgeoning, piercing and slashing from nonmagical weapons (only when in ethereal form)",poisoned,1.0,,1.8
676,Ningyo,Small,aberration,,neutral evil,15,77,8,21,15,14,11,7,,"acid, cold, fire, necrotic, poison",,,7.0,,0.9
677,Nkosi,Medium,humanoid,,"nkosi), lawful neutral",15,11,16,16,12,10,10,8,,,,,0.5,,1.8
678,Nkosi Pridelord,Medium,humanoid,,"nkosi), lawful neutral",16,93,18,18,12,10,10,14,,,,,4.0,,1.8
679,Nkosi War Ostrich,Large,beast,,unaligned,11,42,15,12,16,2,10,5,,,,,0.5,,3.5
680,Noble,Medium,humanoid,any race,any alignment,15,9,11,12,11,12,14,16,,,,,0.125,,1.8
681,Noctiny,Medium,humanoid,noctiny,neutral evil,13,52,12,13,14,10,11,16,,,,frightened,2.0,,1.8
682,Nodosaurus,Large,beast,,unaligned,13,45,17,11,14,2,12,5,,,,,1.0,,3.5
683,Ochre Jelly,Large,ooze,,unaligned,8,45,15,6,14,2,6,1,,acid,"lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone",2.0,,3.5
684,Octopus,Small,beast,,unaligned,12,3,4,15,11,3,10,4,,,,,0.0,,0.9
685,Oculo Swarm,Large,swarm of Tiny aberrations,,neutral evil,15,110,10,20,16,8,15,17,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",4.0,,3.5
686,Ogre,Large,giant,,chaotic evil,11,59,19,8,16,5,7,7,,,,,2.0,,3.5
687,"Ogre Chieftain, Corrupted",Large,giant,,chaotic evil,17,127,20,8,16,5,7,8,,,,,6.0,,3.5
688,Ogre Zombie,Large,undead,,neutral evil,8,85,19,6,18,3,6,5,,,poison,poisoned,2.0,,3.5
689,Oliphaunt,Gargantuan,beast,,unaligned,14,148,27,9,23,3,11,6,,,,,8.0,,10.0
690,One-Headed Clockwork Dragon,Large,construct,,unaligned,16,178,22,10,20,10,10,1,,,"poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",8.0,,3.5
691,Oni,Large,giant,,lawful evil,16,110,19,11,16,14,12,15,,,,,7.0,,3.5
692,Oozasis,Gargantuan,ooze,,unaligned,7,217,18,5,20,12,22,18,,"fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",acid,"blinded, charmed, deafened, exhaustion, frightened, prone",9.0,,10.0
693,Ophanim,Large,celestial,,lawful good,19,200,24,22,25,22,24,26,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","charmed, exhaustion, frightened, poisoned",16.0,,3.5
694,Orc,Medium,humanoid,orc,chaotic evil,13,15,16,12,16,7,11,10,,,,,0.5,,1.8
695,Orobas Devil,Large,fiend,devil,lawful evil,19,261,26,14,28,23,26,21,,"acid, cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,14.0,,3.5
696,Orthrus,Medium,monstrosity,,lawful neutral,13,60,15,16,16,8,12,7,,,,,3.0,,1.8
697,Ostinato,Medium,aberration,,chaotic neutral,15,39,1,20,15,5,12,17,,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,"charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",4.0,,1.8
698,Oth,Large,aberration,shoth,lawful neutral,15,119,16,10,16,11,14,18,,"acid, cold, fire",,,5.0,,3.5
699,Otyugh,Large,aberration,,neutral,14,114,16,11,19,6,13,6,,,,,5.0,,3.5
700,Ouroban,Medium,humanoid,dragonborn,neutral evil,18,209,18,10,13,12,12,18,,,fire,poisoned,11.0,,1.8
701,Ouroboros,Huge,dragon,,neutral,15,94,21,11,19,15,18,12,,,,,6.0,"The ouroboros can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The ouroboros regains spent legendary actions at the start of its turn.",6.86
702,Owl,Tiny,beast,,unaligned,11,1,3,13,8,2,12,7,,,,,0.0,,0.6
703,Owl Harpy,Medium,monstrosity,,neutral evil,14,112,12,17,16,11,14,14,,,,,5.0,,1.8
704,Owlbear,Large,monstrosity,,unaligned,13,59,20,12,17,3,12,7,,,,,3.0,,3.5
705,Pact Drake,Small,dragon,,lawful neutral,14,45,9,14,17,17,18,20,,"bludgeoning, piercing, and slashing from nonmagical attacks","psychic, radiant","charmed, frightened",1.0,,0.9
706,Pact Lich,Medium,undead,,any evil alignment,17,195,11,16,16,16,14,20,,"cold, fire, necrotic","poison; bludgeoning, piercing and slashing from nonmagical attacks","charmed, frightened, paralyzed, poisoned",15.0,"The pact lich can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time, and only at the end of another creature's turn. The lich regains spent legendary actions at the start of its turn.",1.8
707,Panther,Medium,beast,,unaligned,12,13,14,15,10,3,14,7,,,,,0.25,,1.8
708,Paper Drake,Small,dragon,,neutral,13,78,7,17,16,10,12,13,,,,"paralysis, unconscious",2.0,,0.9
709,Paper Golem,Tiny,construct,,unaligned,13,7,8,16,12,3,7,3,fire,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",0.25,,0.6
710,Paper Golem Swarm,Medium,constructs,,unaligned,13,55,8,16,12,3,7,3,fire,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned, prone, restrained, stunned",3.0,,1.8
711,Pattern Dancer,Medium,humanoid,elf,chaotic evil,13,33,10,16,12,12,12,16,,,,,2.0,,1.8
712,Pech,Small,elemental,,neutral good,15,33,16,11,14,11,13,11,,,poison,"exhaustion, paralyzed, petrified, poisoned, prone, restrained, unconscious",2.0,,0.9
713,Pech Lithlord,Small,elemental,,neutral good,17,104,18,11,16,11,18,13,,,poison,"exhaustion, paralyzed, petrified, poisoned, prone, restrained, unconscious",7.0,,0.9
714,Pech Stonemaster,Small,elemental,,neutral good,16,65,18,11,16,11,16,11,,,poison,"exhaustion, paralyzed, petrified, poisoned, prone, restrained, unconscious",4.0,,0.9
715,Pegasus,Large,celestial,,chaotic good,12,59,18,15,16,10,15,13,,,,,2.0,,3.5
716,Peluda Drake,Large,dragon,,chaotic neutral,15,68,17,14,16,6,14,10,,,,,3.0,,3.5
717,Phantom,Medium,undead,,any alignment,11,22,7,12,10,6,12,12,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",1.0,,1.8
718,Phase Spider,Large,monstrosity,,unaligned,13,32,15,15,12,6,10,6,,,,,3.0,,3.5
719,Philosopher's Ghost,Medium,ooze,,unaligned,13,77,9,17,12,2,10,6,,"acid, cold; slashing from nonmagical attacks","fire, poison","blinded, charmed, deafened, exhaustion, frightened, prone",4.0,,1.8
720,Piasa,Large,dragon,,unaligned,15,144,18,11,16,9,12,7,poison,,,,6.0,,3.5
721,Pillar of the Lost Magocracy,Huge,construct,,chaotic neutral,14,90,9,1,13,18,8,13,,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",4.0,,6.86
722,Pishacha,Medium,fiend,shapechanger,chaotic evil,13,55,16,14,13,10,16,7,radiant,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,3.0,,1.8
723,Pit Fiend,Large,fiend,devil,lawful evil,19,300,26,14,24,22,18,24,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,20.0,,3.5
724,Pixiu,Large,monstrosity,,unaligned,15,112,18,15,14,5,12,10,,necrotic,,,6.0,,3.5
725,Planetar,Large,celestial,,lawful good,19,200,24,20,24,19,22,25,,"radiant; bludgeoning, piercing, and slashing from nonmagical weapons",,"charmed, exhaustion, frightened",16.0,,3.5
726,Plaresh,Medium,fiends,demon,chaotic evil,15,30,2,17,16,6,12,3,,"cold, fire, lightning; bludgeoning, slashing, and piercing",poison,"charmed, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained, stunned",3.0,,1.8
727,Plesiosaurus,Large,beast,,unaligned,13,68,18,15,16,2,12,5,,,,,2.0,,3.5
728,Poisonous Snake,Tiny,beast,,unaligned,13,2,2,16,11,1,10,3,,,,,0.125,,0.6
729,Polar Bear,Large,beast,,unaligned,12,42,20,10,16,2,13,7,,,,,2.0,,3.5
730,Pombero,Medium,fey,,chaotic neutral,15,90,17,16,16,8,10,14,,,,,3.0,,1.8
731,Pony,Medium,beast,,unaligned,10,11,15,10,13,2,11,7,,,,,0.125,,1.8
732,Possessed Pillar,Large,construct,,unaligned,14,95,20,8,19,3,11,1,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",7.0,,3.5
733,Preta,Medium,undead,,neutral evil,13,75,15,14,16,10,13,15,,necrotic,poison,"exhaustion, frightened, paralyzed, petrified, poisoned",3.0,,1.8
734,Priest,Medium,humanoid,any race,any alignment,13,27,10,10,12,13,16,13,,,,,2.0,,1.8
735,Prismatic Beetle Swarm,Medium,swarm of Tiny beasts,,unaligned,13,38,3,16,12,1,13,2,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",3.0,,1.8
736,Pseudodragon,Tiny,dragon,,neutral good,13,7,6,15,13,10,12,10,,,,,0.25,,0.6
737,Psoglav Demon,Large,fiend,demon,chaotic evil,17,115,21,23,20,16,19,18,,"cold, lightning","fire, poison",poisoned,7.0,,3.5
738,Purple Slime,Large,ooze,,unaligned,7,76,17,8,18,2,6,1,,,"acid, cold","blinded, charmed, deafened, exhaustion, frightened, prone",3.0,,3.5
739,Purple Worm,Gargantuan,monstrosity,,unaligned,18,247,28,7,22,1,8,4,,,,,15.0,,10.0
740,Putrid Haunt,Medium,undead,,neutral evil,13,44,17,8,13,6,11,6,,bludgeoning and piercing from nonmagical weapons,poison,"charmed, exhaustion, poisoned",2.0,,1.8
741,"Qorgeth, Demon Lord Of The Devouring Worm",Gargantuan,fiend,demon,chaotic evil,21,370,29,6,26,9,19,18,,"cold, fire, lightning","poison; bludgeoning, piercing, and slashing from nonmagical weapons","blinded, charmed, exhaustion, frightened, poisoned",23.0,"Qorgeth can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Qorgeth regains spent legendary actions at the start of its turn.",10.0
742,Quasit,Tiny,fiend,demon,chaotic evil,13,7,5,17,10,7,10,10,,"cold; fire; lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,1.0,,0.6
743,Queen Of Night And Magic,Medium,fey,,neutral evil,15,180,12,20,17,20,18,26,,"fire, lightning","cold; bludgeoning, piercing, and slashing from weapons that aren't made of cold iron","charmed, frightened",21.0,"The Queen of Night and Magic can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The Queen of Night and Magic regains spent legendary actions at the start of her turn.",1.8
744,Queen Of Witches,Large,fey,,neutral,18,123,22,10,19,16,18,22,,"fire, cold; bludgeoning, piercing, and slashing damage from weapons that aren't cold iron",radiant,"blinded, charmed, frightened",17.0,"Nicnevin can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Nicnevin regains spent legendary actions at the start of its turn.",3.5
745,Quickstep,Small,fey,,neutral evil,16,49,14,19,15,10,12,14,,,,unconscious,5.0,,0.9
746,Quiet Soul,Medium,undead,,neutral evil,15,90,6,10,10,8,18,10,,,"cold, poison, psychic",poisoned,6.0,,1.8
747,Quipper,Tiny,beast,,unaligned,13,1,2,16,9,1,7,2,,,,,0.0,,0.6
748,Qwyllion,Medium,aberration,,neutral evil,16,110,12,20,19,12,13,16,,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",,,8.0,,1.8
749,Rageipede,Small,beast,,unaligned,15,55,15,14,15,1,7,3,,,,,2.0,,0.9
750,Rakshasa,Medium,fiend,,lawful evil,16,110,14,17,18,13,16,20,piercing from magic weapons wielded by good creatures,,"bludgeoning, piercing, and slashing from nonmagical weapons",,13.0,,1.8
751,Ramag,Medium,humanoid,ramag,neutral,13,27,9,14,10,16,12,11,,,,,0.25,,1.8
752,Ramag Portal Master,Medium,humanoid,ramag,neutral,12,71,10,14,12,18,12,13,,,,,5.0,,1.8
753,Rat,Tiny,beast,,unaligned,10,1,2,11,9,2,10,4,,,,,0.0,,0.6
754,Rat King,Medium,monstrosity,,chaotic evil,14,76,6,16,18,11,15,16,,"bludgeoning, piercing, slashing",poison,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",5.0,,1.8
755,Ratatosk,Tiny,celestial,,chaotic neutral,14,42,4,18,12,17,10,18,,"bludgeoning, piercing, and slashing damage from nonmagical weapons",,,4.0,,0.6
756,Ratatosk Warlord,Small,celestial,,chaotic neutral,16,77,7,18,14,12,14,12,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,5.0,,0.9
757,Ratfolk,Small,humanoid,ratfolk,neutral,14,7,7,15,11,14,10,10,,,,,0.25,,0.9
758,Ratfolk Mercenary,Small,humanoid,ratfolk,neutral,15,45,7,18,11,14,10,10,,,,,2.0,,0.9
759,Ratfolk Rogue,Small,humanoid,ratfolk,neutral,15,18,7,16,12,14,10,10,,,,,1.0,,0.9
760,Ratfolk Warlock,Small,humanoid,ratfolk,any alignment,13,27,8,16,12,14,12,17,,,,,1.0,,0.9
761,Rattok,Small,fiend,demon,chaotic evil,14,66,10,16,14,14,6,9,,"cold, lightning","fire, necrotic, poison",poisoned,4.0,,0.9
762,Raven,Tiny,beast,,unaligned,12,1,2,14,8,2,12,6,,,,,0.0,,0.6
763,Ravenala,Large,plant,,unaligned,15,126,20,10,20,12,16,12,,"bludgeoning, piercing",,"blinded, deafened",5.0,,3.5
764,Ravenfolk Doom Croaker,Medium,humanoid,kenku,neutral,14,88,10,14,12,12,18,14,,,,,5.0,,1.8
765,Ravenfolk Scout,Medium,humanoid,kenku,neutral,14,21,10,14,8,10,15,12,,,,,0.5,,1.8
766,Ravenfolk Warrior,Medium,humanoid,kenku,neutral,15,78,12,16,14,10,13,10,,,,,3.0,,1.8
767,Razorleaf,Medium,plant,,neutral evil,14,112,14,12,16,7,12,10,fire,"cold, necrotic",,"blinded, deafened, exhaustion",5.0,,1.8
768,Red Dragon Wyrmling,Medium,dragon,,chaotic evil,17,75,19,10,17,12,11,15,,,fire,,4.0,,1.8
769,Red Hag,Medium,fey,,neutral evil,15,119,19,16,18,18,22,15,,,,"charmed, poisoned",7.0,,1.8
770,Red-Banded Line Spider,Tiny,beast,,unaligned,13,2,4,16,10,1,10,2,,,psychic,"charmed, frightened",0.25,,0.6
771,Redcap,Medium,fey,,neutral evil,15,105,20,10,17,11,13,8,,"bludgeoning, piercing, and slashing damage from nonmagical weapons",,"charmed, frightened",6.0,,1.8
772,Reef Shark,Medium,beast,,unaligned,12,22,14,13,13,1,10,4,,,,,0.5,,1.8
773,Remorhaz,Huge,monstrosity,,unaligned,17,195,24,13,21,4,10,5,,,"cold, fire",,11.0,,6.86
774,Rhinoceros,Large,beast,,unaligned,11,45,21,8,15,2,12,6,,,,,2.0,,3.5
775,Riding Horse,Large,beast,,unaligned,10,13,16,10,12,2,11,7,,,,,0.25,,3.5
776,Rift Swine,Large,aberration,,chaotic neutral,15,110,18,10,17,4,12,5,,"force, poison",,,5.0,,3.5
777,Rime Worm Grub,Medium,elemental,,neutral,13,45,16,12,16,4,12,3,,cold,,,1.0,,1.8
778,Rimewing,Small,beast,,unaligned,12,22,11,14,12,3,10,7,,,cold,,0.25,,0.9
779,Ring Servant,Large,construct,,neutral,15,114,20,10,18,8,13,10,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned, stunned",8.0,,3.5
780,Risen Reaver,Large,undead,,chaotic evil,15,168,19,16,20,9,7,6,,,,,7.0,,3.5
781,River King,Medium,fey,,chaotic neutral,18,152,21,17,20,14,13,17,,"fire, cold, thunder; bludgeoning, piercing, and slashing damage from weapons that aren't cold iron",lightning,exhaustion,16.0,"The River King can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The River King regains spent legendary actions at the start of his turn.",1.8
782,Roachling Lord,Small,humanoid,roachling,chaotic neutral,15,63,10,16,12,10,10,10,,,,,2.0,,0.9
783,Roachling Scout,Small,humanoid,roachling,chaotic neutral,14,63,10,18,13,10,14,8,,,,,2.0,,0.9
784,Roachling Skirmisher,Small,humanoid,roachling,chaotic neutral,13,7,10,14,11,10,9,8,,,,,0.25,,0.9
785,Roc,Gargantuan,monstrosity,,unaligned,15,248,28,10,20,3,10,9,,,,,11.0,,10.0
786,Roggenwolf,Medium,monstrosity,,neutral evil,13,60,14,16,13,5,13,14,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver",,,2.0,,1.8
787,Roper,Large,monstrosity,,neutral evil,20,93,18,8,17,7,16,6,,,,,5.0,,3.5
788,Rotting Wind,Large,undead,,neutral evil,15,82,14,20,15,7,12,10,,"bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, grappled, frightened, paralyzed, petrified, poisoned, prone, restrained, unconscious",6.0,,3.5
789,Rubezahl,Medium,fiend,demon,chaotic evil,15,110,20,15,14,11,12,18,,"cold, fire; bludgeoning, piercing, and slashing damage from nonmagical weapons","lightning, thunder, poison","poisoned, stunned",10.0,,1.8
790,Ruby Ooze,Medium,ooze,,unaligned,9,93,14,8,18,2,6,1,lightning,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, fire","blinded, charmed, deafened, exhaustion, frightened, prone",6.0,,1.8
791,Rug of Smothering,Large,construct,,unaligned,12,33,17,14,10,1,3,1,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned",2.0,,3.5
792,Rum Gremlin,Tiny,fey,,chaotic evil,13,22,10,16,14,12,9,12,,,,poisoned,0.5,,0.6
793,Rusalka,Medium,undead,,chaotic evil,14,88,17,13,12,11,15,18,,,"necrotic, poison; piercing and slashing damage from nonmagical weapons","charmed, frightened, paralyzed, poisoned",6.0,,1.8
794,Rust Drake,Medium,dragon,,chaotic evil,17,161,20,15,19,12,8,8,,,poison,"paralyzed, poisoned",8.0,,1.8
795,Rust Monster,Medium,monstrosity,,unaligned,14,27,13,12,13,2,13,6,,,,,0.5,,1.8
796,Saber-Toothed Tiger,Large,beast,,unaligned,12,52,18,14,15,3,12,8,,,,,2.0,,3.5
797,Sahuagin,Medium,humanoid,sahuagin,lawful evil,12,22,13,11,12,12,13,9,,,,,0.5,,1.8
798,Salamander,Large,elemental,,neutral evil,15,90,18,14,15,11,10,12,cold,"bludgeoning, piercing, and slashing from nonmagical weapons",fire,,5.0,,3.5
799,Salt Devil,Medium,fiend,devil,lawful evil,13,93,18,13,18,13,14,15,,"acid, cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,6.0,,1.8
800,Salt Golem,Large,construct,,unaligned,17,110,20,9,20,3,11,1,,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",10.0,,3.5
801,Sammael,Medium,celestial,,neutral good,16,104,18,10,14,10,19,12,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,"charmed, exhaustion, frightened",7.0,,1.8
802,Sand Hag,Medium,monstrosity,,chaotic evil,17,112,18,15,16,16,14,16,,,,,5.0,,1.8
803,Sand Silhouette,Medium,undead,,neutral evil,15,105,18,12,17,7,12,10,,"bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, grappled, frightened, paralyzed, petrified, poisoned, prone, restrained, unconscious",6.0,,1.8
804,Sand Spider,Large,beast,,unaligned,15,105,20,17,14,4,12,4,,,,,7.0,,3.5
805,Sandman,Medium,celestial,,chaotic neutral,14,82,11,19,16,13,14,19,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons","poison, psychic","charmed, exhaustion, frightened, poisoned, unconscious",5.0,,1.8
806,Sandwyrm,Large,dragon,,unaligned,15,142,20,12,18,5,13,8,,,,,6.0,,3.5
807,Sap Demon,Small,ooze,,chaotic evil,13,67,14,6,12,10,14,10,,piercing and slashing from nonmagical weapons,"bludgeoning; acid, lightning","blinded, charmed, deafened, exhaustion, frightened, prone",4.0,,0.9
808,Sarcophagus Slime,Medium,undead,,neutral evil,11,105,14,12,18,3,12,12,,"acid, necrotic",poison,"blinded, charmed, deafened, exhaustion, frightened, poisoned, prone",5.0,,1.8
809,Sathaq Worm,Huge,elemental,,neutral evil,16,172,22,6,20,5,12,9,,"fire; bludgeoning, piercing, and slashing from nonmagical weapons","acid, poison","exhaustion, paralyzed, petrified, poisoned, unconscious",10.0,,6.86
810,Satyr,Medium,fey,,chaotic neutral,14,31,12,16,11,12,10,14,,,,,0.5,,1.8
811,Savager,Large,beast,,neutral evil,17,115,22,14,22,2,10,13,,"bludgeoning, piercing, and slashing from nonmagical weapons",,"charmed, frightened",8.0,,3.5
812,Scheznyki,Small,fey,,chaotic evil,16,153,19,15,18,15,16,16,,,,unconscious,6.0,,0.9
813,Scitalis,Large,monstrosity,,unaligned,13,58,16,12,12,2,18,3,,cold,,,2.0,,3.5
814,Scorpion,Tiny,beast,,unaligned,11,1,2,11,8,1,8,2,,,,,0.0,,0.6
815,Scorpion Cultist,Medium,humanoid,,neutral,13,19,11,14,15,10,13,10,,poison,,,0.5,,1.8
816,Scout,Medium,humanoid,any race,any alignment,13,16,11,14,12,11,13,11,,,,,0.5,,1.8
817,Sea Dragon Wyrmling,Medium,dragon,,neutral evil,17,52,17,10,15,13,11,15,,,cold,,2.0,,1.8
818,Sea Hag,Medium,fey,,chaotic evil,14,52,16,13,16,12,12,13,,,,,2.0,,1.8
819,Sea Horse,Tiny,beast,,unaligned,11,1,1,12,8,1,10,2,,,,,0.0,,0.6
820,Selang,Medium,fey,,chaotic evil,15,76,18,15,18,12,14,19,,"bludgeoning, piercing, and slashing from nonmagical weapons","acid, lightning",,4.0,,1.8
821,Sentinel in Darkness,Large,construct,,unaligned,13,127,20,9,16,6,18,1,,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",7.0,,3.5
822,Serpentfolk of Yig,Medium,humanoid,,neutral evil,12,40,11,14,11,14,11,14,,,poison,poisoned,1.0,,1.8
823,Serpentine Lamia,Medium,monstrosity,,neutral evil,13,36,12,15,11,8,13,15,,,,,1.0,,1.8
824,Serpopard,Large,beast,,unaligned,15,85,17,16,16,2,12,6,,poison,,poisoned,4.0,,3.5
825,Servant of Yig,Medium,aberration,,neutral evil,12,90,15,14,16,14,12,14,,,poison,poisoned,4.0,,1.8
826,Servant of the Vine,Medium,humanoid,elf,chaotic neutral,16,72,10,15,11,13,16,14,,,,,6.0,,1.8
827,Shabti,Medium,construct,,unaligned,17,102,14,20,18,6,11,6,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",8.0,,1.8
828,Shadhavar,Large,monstrosity,,neutral,14,97,14,15,14,8,10,16,,,,,2.0,,3.5
829,Shadow,Medium,undead,,chaotic evil,12,16,6,14,13,6,10,8,radiant,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",0.5,,1.8
830,Shadow Beast,Medium,fey,,chaotic evil,14,135,20,18,17,14,14,19,,,,,7.0,,1.8
831,Shadow Blight,Small,plant,,neutral evil,13,65,13,15,16,5,16,3,fire,"cold, necrotic",,"blinded, deafened",1.0,,0.9
832,Shadow Fey,Medium,humanoid,elf,lawful evil,15,31,10,14,10,11,11,13,,,,,0.25,,1.8
833,Shadow Fey Ambassador,Medium,humanoid,elf,lawful evil,16,161,13,18,18,16,16,20,,,,,9.0,,1.8
834,Shadow Fey Duelist,Medium,humanoid,elf,lawful evil,17,117,13,20,14,13,12,16,,,,,6.0,,1.8
835,Shadow Fey Enchantress,Medium,humanoid,,lawful evil,16,123,10,15,14,12,17,18,,,,,7.0,,1.8
836,Shadow Fey Forest Hunter,Medium,humanoid,elf,lawful evil,15,104,12,18,12,11,12,16,,,,,5.0,,1.8
837,Shadow Fey Guardian,Large,humanoid,elf,neutral evil,15,110,18,14,16,6,14,8,,,,"charmed, frightened",4.0,,3.5
838,Shadow Fey Poisoner,Medium,humanoid,elf,neutral,16,112,11,18,16,13,11,14,,,poison,poisoned,11.0,,1.8
839,Shadow Goblin,Small,humanoid,goblinoid,neutral evil,13,13,10,16,12,13,12,8,,,,,0.5,,0.9
840,Shadow Ooze,Medium,ooze,,unaligned,8,76,16,6,18,2,6,2,,,"acid, necrotic","blinded, charmed, deafened, exhaustion, frightened, prone",3.0,,1.8
841,Shadow River Lord,Medium,undead,,neutral evil,16,135,14,18,16,12,16,18,,"cold, fire, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained",9.0,,1.8
842,Shadow Skeleton,Medium,undead,,neutral evil,13,52,10,16,15,9,11,9,,"fire, piercing, slashing",poison,"exhaustion, poisoned",2.0,,1.8
843,Shambling Mound,Large,plant,,unaligned,15,136,18,8,16,5,10,5,,"cold, fire",lightning,"blinded, deafened, exhaustion",5.0,,3.5
844,Shantak,Large,monstrosity,,lawful evil,16,123,18,12,18,6,14,8,,necrotic,,,5.0,,3.5
845,Shard Swarm,Medium,constructs,,unaligned,13,22,3,13,11,1,5,1,,"bludgeoning, piercing, slashing","poison, psychic","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned, prone",0.5,,1.8
846,Sharkjaw Skeleton,Large,undead,,lawful evil,13,45,16,10,15,6,8,4,,,"cold, necrotic, poison","exhaustion, poisoned",1.0,,3.5
847,Shellycoat,Medium,fey,,neutral evil,14,75,17,15,16,13,9,7,,,,"charmed, unconscious",2.0,,1.8
848,Shield Guardian,Large,construct,,unaligned,17,142,18,8,18,7,10,3,,,poison,"charmed, exhaustion, frightened, paralyzed, poisoned",7.0,,3.5
